,10_Otago_00001 10_otago,10_Otago_00002 10_otago,10_Otago_00003 10_otago,10_Otago_00004 10_otago,11_Iceland_00001 11_iceland,11_Iceland_00002 11_iceland,11_Iceland_00003 11_iceland,11_Iceland_00004 11_iceland,15_Oxia_Sophia_00001 15_oxia_sophia,15_Oxia_Sophia_00002 15_oxia_sophia,15_Oxia_Sophia_00003 15_oxia_sophia,15_Oxia_Sophia_00004 15_oxia_sophia,2_Atacama_Red_00001 2_atacama_red,2_Atacama_Red_00002 2_atacama_red,2_Atacama_Red_00003 2_atacama_red,2_Atacama_Red_00004 2_atacama_red,3_Sabtha_00001 3_sabtha,3_Sabtha_00002 3_sabtha,3_Sabtha_00003 3_sabtha,3_Sabtha_00004 3_sabtha,4_Watchet_Bay_00001 4_watchet_bay,4_Watchet_Bay_00002 4_watchet_bay,4_Watchet_Bay_00003 4_watchet_bay,4_Watchet_Bay_00004 4_watchet_bay,4_Watchet_Bay_00005 4_watchet_bay,4_Watchet_Bay_00006 4_watchet_bay,5_Granby_00001 5_granby,5_Granby_00002 5_granby,5_Granby_00003 5_granby,5_Granby_00004 5_granby,6_Hydrothermal_Clay_00001 6_hydrothermal_clay,6_Hydrothermal_Clay_00002 6_hydrothermal_clay,6_Hydrothermal_Clay_00003 6_hydrothermal_clay,6_Hydrothermal_Clay_00004 6_hydrothermal_clay,7_Oxia_Teresa_00001 7_oxia_teresa,7_Oxia_Teresa_00002 7_oxia_teresa,7_Oxia_Teresa_00003 7_oxia_teresa,7_Oxia_Teresa_00004 7_oxia_teresa,8_Mudstone_00001 8_mudstone,8_Mudstone_00002 8_mudstone,8_Mudstone_00003 8_mudstone,8_Mudstone_00004 8_mudstone,9_Congo_00001 9_congo,9_Congo_00002 9_congo,9_Congo_00003 9_congo,9_Congo_00004 9_congo,00001 Standard,00002 Standard,00003 Standard,Standard_retest_00001 Standard_retest,Standard_retest_00002 Standard_retest,Standard_retest_00003 Standard_retest
1550.78660554,0.40585084858200443,0.429311298864149,0.3120481144586012,0.20285420689300054,0.1830572817832258,0.16601560521041944,0.1004461616292037,0.10125819836044239,0.39045439631505574,0.40328910079214664,0.39002323386222804,0.3911791883712081,0.25691042936601277,0.23831232188797008,0.2864341811897111,0.29085525900966175,0.22526211490766831,0.3762814918489774,0.4110421412818143,0.3278873432399098,0.47965348814224346,0.43330453068783353,0.4801288289769165,0.4284078874046696,0.36121540936593516,0.4942889621769772,0.25115241455526277,0.18618062754687725,0.16518653523907423,0.17996897797488587,0.413102888689528,0.3396378346514189,0.29259816535205535,0.3605057341663914,0.4235232775417998,0.4207329134736588,0.39784724623358503,0.4152875098918678,0.135635672317328,0.14538321428280002,0.13158773487368827,0.17978742538008446,0.15167208172305732,0.13557563796330077,0.14816365009662202,0.1513818573240858,1.0000668096178176,1.0000418392310273,0.5207088390971819,0.9935231970307458,0.9911568428508929,0.9926880198941894
1556.75329898,0.40805694917510305,0.4315395270555024,0.31337325802217586,0.20394299325260765,0.18344702755952352,0.16630542159982883,0.10044137752441318,0.10119820238763465,0.39154704719436656,0.4043192890462889,0.39127064239456255,0.3922263337560573,0.2568538089293954,0.2382987583891333,0.2864710698237627,0.29094856918167034,0.22899363017335014,0.3796452539834413,0.41602059725741397,0.33138625730588767,0.4826277749272018,0.43462835097537045,0.48474620646461103,0.4302409736370366,0.36213508535042677,0.4986027960411797,0.25241423174442384,0.1870246380687294,0.16614766590006716,0.18090910047770004,0.4139214670829586,0.34039984712616744,0.2931702219178148,0.36126506028143063,0.42411205086669257,0.4213038622417054,0.39843247440087537,0.41592455750668195,0.13608131487498473,0.14585314499750635,0.132079890117394,0.1801775891396604,0.15216535561513853,0.1360002825362145,0.14867372943138543,0.15191844076242753,1.0000495992473861,1.000050023420812,0.5211273169700716,0.9936077795718239,0.9911799004654678,0.9928127580865473
1562.73889214,0.41029005845282907,0.43377394386073126,0.31468619621912913,0.20507680207315823,0.1837725717424919,0.16660391791847476,0.10051500747316001,0.10120243623218657,0.39258454863087267,0.405228037897415,0.39247421392329834,0.39324843531737247,0.25680311886770346,0.23834691639457906,0.28647219211562663,0.29110703946616906,0.2329448727367677,0.38318562443474846,0.4211418102686371,0.3348974237445185,0.48546903351606957,0.4358217620530006,0.48912069433504246,0.43201405641866303,0.3630770705311427,0.502577588989445,0.2536241510272133,0.18779470696570907,0.16710830674295798,0.18182910647407313,0.4147066660328297,0.3410853226916807,0.2937775664441527,0.36196480840848827,0.4247469856844074,0.4220715600020558,0.3990206234946821,0.4166514609522606,0.13649081159201598,0.14635533306933451,0.13259064589803998,0.18065537211613295,0.15264322586064133,0.13639273306582772,0.14917563744887152,0.1524709766027765,1.0000152299399916,1.0000485232598189,0.5216239543018647,0.9935708731158492,0.991243516525048,0.992830206480416
1568.7434192,0.41271800991878577,0.43608829808667354,0.31615539550878347,0.2062138256142311,0.18407428947550883,0.16689897688275498,0.10063480953862264,0.10123434770700308,0.393571482834633,0.4061485700046526,0.39361461517926416,0.3943791362748413,0.2568943875503947,0.23855195861504894,0.28650626074108887,0.2913442418664827,0.2369025940011688,0.3867239482854088,0.4260530611720614,0.3383084154857024,0.4882390741668366,0.4369845536163254,0.4932045298599006,0.43377860653237266,0.3640804333514872,0.5063500126143727,0.2549030821665903,0.18853141655062697,0.16813850894304333,0.1827725961166659,0.4155791981217613,0.3416932435481693,0.2945170227236704,0.36275013148126306,0.42544046130899404,0.4229775514084439,0.39965502284236176,0.41735075269407784,0.13693646803440704,0.14686523636290813,0.1331376980662342,0.181170586724398,0.15318635282804324,0.13685133195978136,0.14966249734836523,0.15306497738580022,1.0000678560356422,1.000051102733909,0.5222494947621833,0.9935590828969943,0.9915001553809899,0.9928907443083885
1574.76691423,0.41509905708945766,0.4383729874483358,0.31772271698609206,0.20728301026542642,0.1843726110578115,0.16718053095460084,0.10069997270776868,0.1012962839943949,0.3945703581862035,0.4071368165158633,0.39469496256315173,0.39548643773562253,0.2570351401486729,0.2388114465064929,0.2865572308189471,0.2916283545848461,0.24084401304528305,0.39014630096977937,0.4304531389339286,0.34157831024611723,0.4908193965831293,0.43813063330352464,0.4968550057223845,0.4354257635632126,0.3650232571932749,0.5098790041442975,0.25614618054231686,0.18924297187906042,0.16910707018424234,0.18372913972031024,0.41642700490384527,0.3423190840853296,0.29523352655060836,0.36351820789259076,0.42612841116144895,0.42374757550785447,0.40030435773141665,0.4178734622484164,0.13734122573145782,0.1473078081565473,0.1336554162684729,0.1816908956092715,0.1537342744459358,0.13735097501490198,0.1501250594439328,0.15360694323142116,1.0001156437526453,1.0000365069604937,0.522821962867935,0.993703402209897,0.9918348007680259,0.9930828908744063
1580.80672696,0.41729819001515,0.4405196725498146,0.31927327360533575,0.20833164385407568,0.18461929045623143,0.16744410288113565,0.10073469546210871,0.101430666822032,0.39559057686622556,0.40818684386152865,0.3958535055004197,0.39648529661217263,0.25717463121601297,0.2390481284612448,0.28669626344827887,0.29184705010748496,0.24484981725254884,0.3934499208179351,0.434514159347434,0.3447522764837732,0.4932095468262932,0.4393767522818688,0.5000527849818847,0.4368195224261704,0.3659011551358286,0.5130361113256027,0.25734100693693235,0.18993432982288422,0.17004837652874588,0.1846541589325413,0.4171123253134076,0.3430527401887681,0.2958226761294324,0.36419201792756745,0.42687259339816247,0.4244082100492538,0.40092410354724584,0.41829211839338976,0.13769688724980553,0.14772652484205517,0.13416114674283033,0.18222643605169228,0.1542905278637217,0.13787045595068842,0.15061725945163937,0.15407141523649767,1.0000950040692171,1.0000255845740693,0.5232483850406312,0.9937984135602781,0.9919359870498692,0.9931217590366901
1586.85843732,0.41933444595199254,0.44242986953554975,0.3206265537780733,0.20931697630121693,0.18473179608505633,0.16764264745558347,0.10074071369456257,0.10152109471252674,0.3964793310783949,0.40920808223969185,0.3968318224664466,0.3973965755977179,0.2572968871799571,0.23920928011888767,0.28682886811090785,0.2919008625675797,0.24882667143733866,0.396631739912353,0.43839356689619147,0.3478152075629251,0.49536071760485045,0.4405280411136887,0.5029291787050936,0.4379305865729198,0.3666371703872482,0.5157937931785398,0.25848204352576865,0.19058058405142914,0.1709163574701939,0.18548119638169844,0.4176192233080465,0.3436999769390926,0.2962166697910401,0.36468025651883723,0.427489569627003,0.4250006792311402,0.4013487112539463,0.4186465386016215,0.13801428168343188,0.14815861605771533,0.1346134067137978,0.18264966609316294,0.1548386204549039,0.1383580754192943,0.15111899762073563,0.15444856506549276,1.000011570316812,1.0000376818249403,0.5236465679585572,0.9936512630080376,0.9917804837784367,0.9929241360873153
1592.92202448,0.4213328348053046,0.44423632557565135,0.32185677569241844,0.2102702269075842,0.18480762605006598,0.16773310133929475,0.10075459792824258,0.10154322896272355,0.39726691920918644,0.4101822540049223,0.39773160250586065,0.39828299952798013,0.2573534327499385,0.2392633967665601,0.2869364813408441,0.2918995116604978,0.2527787082952769,0.3997579390677641,0.44226733424321457,0.35085569857338705,0.49744967206865703,0.44148581609940074,0.5057569821075047,0.43896043221081665,0.3672564256510764,0.5183051339849113,0.25957880628124275,0.19120493708164782,0.17177239443258768,0.1863023121413072,0.41808341069386695,0.3442103952183479,0.29651622223729907,0.36505039463950006,0.4279562064712142,0.4255167681443644,0.40169789480994006,0.41899579888115024,0.13830869906199625,0.14856888459722192,0.13501721166438538,0.1829247234261018,0.15533343042280243,0.1387040670876331,0.15155333543577063,0.1548054146960289,0.9999515264466179,1.0000376595801883,0.5241193128001682,0.9933957795133974,0.9915983835425082,0.9925927187312887
1598.99746754,0.42328007277200785,0.44602281696899315,0.32313182376430105,0.2111404129383964,0.18486032371484815,0.16773824009810387,0.10076055358212024,0.10152608097052228,0.39803778476544793,0.41099985839091474,0.39864448741276115,0.3990884824331387,0.2573823536022305,0.2392794929126679,0.287069832499072,0.29192601167760057,0.2569374214770657,0.40280382169629625,0.4461895622852921,0.35395430080712004,0.4994907252189093,0.4422954544727851,0.508627250962514,0.43998921861040985,0.36779503896210225,0.5207145062998723,0.26056449946036375,0.19187114290825522,0.17269030912435912,0.18711958663551517,0.418547417076631,0.34465234639583237,0.296834153469743,0.36544000655901565,0.42837281597005245,0.4259584220540608,0.40201901237299764,0.41932396123665716,0.1386258758506118,0.1489396037775347,0.1353909268035921,0.1831573523012571,0.15579721974334845,0.13894687265465627,0.15192730278622074,0.15518140117878118,0.9999011795823659,1.000049367857058,0.5246483426883618,0.993210503753221,0.9913795625509672,0.9922630943893456
1605.08474557,0.4253194085939599,0.4478337294640682,0.3243152440741236,0.21202402660551825,0.18493399133581545,0.16775660052033373,0.10071948401337583,0.101534460140773,0.3988835917999858,0.4118316174713913,0.3995020829974845,0.3999330056057362,0.2574257592953643,0.23937433042801948,0.28729268508496536,0.292029945418376,0.26131156982301007,0.4058003357959794,0.4502396991837712,0.3571854224401301,0.501570326438954,0.4430815828627045,0.5115690008673728,0.4411243937968073,0.36838538191684256,0.5232019312603474,0.26154192353407313,0.19262444306899176,0.17361930604250392,0.18788664336864183,0.41908733849315516,0.3450488159766087,0.2971869856725164,0.3658564474229194,0.4287777884660917,0.4263082312799451,0.402359981322665,0.4197432442377328,0.13903347340241792,0.1493138041901775,0.1357634677798298,0.18349348785651687,0.1562548726308529,0.13925731728254867,0.15232633662170067,0.15558358988806936,0.9999326559957494,1.0000018143172815,0.5251214817887228,0.9932382403587448,0.9913357334607571,0.9922181715561781
1611.18383758,0.4274375568129591,0.4496927840241402,0.3254035233763372,0.21300585985335646,0.18506039055802276,0.16778172158759416,0.10069844498254849,0.10162138352556066,0.39976256678105815,0.41283391370714884,0.4003566987629618,0.4009018213518093,0.25750611997054623,0.23953170880972782,0.28754992873699814,0.2921865690467951,0.2658199626487303,0.4088698204552521,0.4542673510674895,0.3603412007099807,0.5037568464108783,0.44383496702852304,0.5144380960267748,0.44225607684126045,0.36915887340763465,0.525756656045647,0.2625755679038213,0.1933833538689196,0.17441968773609742,0.18863477568216214,0.41967753971082133,0.34551363239007277,0.29752050583591444,0.3662520314343408,0.4292181749883982,0.4267656446015605,0.40275052959138347,0.4202334478606266,0.13946661564819263,0.14969393379893078,0.1361191677903406,0.18392306450236412,0.15669470460762727,0.13970028562261105,0.15278838461082267,0.15606270828611887,1.0000592925479739,0.9999295168473783,0.5256236466367972,0.9933286426467905,0.991427825040423,0.9923820325727649
1617.31109985,0.42947709176888155,0.4514939802640516,0.32654439949265823,0.21401689650643022,0.18522864544958684,0.16786276450702384,0.10068420278347108,0.10171709518269108,0.4007002709317013,0.413911546893845,0.40119029906341863,0.4018370780875495,0.2576817888362939,0.23971432346519936,0.28779369007473105,0.2923390701489305,0.2702458615913702,0.4119102796773346,0.4580325262330306,0.36332174390115596,0.5058528995678913,0.4444405198900258,0.5170711145757676,0.44315490400229585,0.3699329110810571,0.5281834017824515,0.26360180178563847,0.19403983368240385,0.17517705689745144,0.18935866303682689,0.4202371263328796,0.34598202208025297,0.29789056954899035,0.36672141801425034,0.4297435155706405,0.4273616732600875,0.40315355772636613,0.4206552672387274,0.13982667140616659,0.1500838289786099,0.13649757206800953,0.18426535376215328,0.15715149572409745,0.14020242776719613,0.15324737632736085,0.15651814179757437,1.0001086311808227,0.9999493765832667,0.5262484811022051,0.9933897413956257,0.9914268210735334,0.99244030243673
1623.47024896,0.4314634901172859,0.45317480649460234,0.3277219892759536,0.21499061327609242,0.18538555619136224,0.1679514556273682,0.1006994419800857,0.10180159145331184,0.40176871457599617,0.41500446206281905,0.40199689748700473,0.4026553265666792,0.2578431373768052,0.23993721087071396,0.28803567940334396,0.2923818879662602,0.27444824136230017,0.4147781771856363,0.4614299589489008,0.3661259622985858,0.5078247261273673,0.4451001647659233,0.5196113749183803,0.44396619473377386,0.37060364237917276,0.5304664496026646,0.2646038425424198,0.19463835694303558,0.1759481882895065,0.19008081760327425,0.42069503379584194,0.34644560946380326,0.29830826487205647,0.3672456925707924,0.43034472633180815,0.4279595518486642,0.4035989041492852,0.4211127638367315,0.1401567969883506,0.15043986188014405,0.1368413834035493,0.18453085487283458,0.15760537327646867,0.14063041394956133,0.15365243833894646,0.156967802340324,1.000165526146982,0.9999740904422346,0.5268869049110653,0.9934509134108609,0.9913562722119441,0.9924067467900881
1629.66154068,0.4334233640400875,0.45486233551738137,0.3288947443649898,0.2159185707772061,0.1854825722613581,0.16796152843382045,0.10072796953284073,0.10181988869269071,0.402829408619383,0.4160885718929432,0.4028896184247764,0.4034292282719543,0.25794239508945427,0.24010419917517217,0.28829932602314484,0.29250484112540726,0.2785068451767235,0.41746184300869876,0.46446173949852676,0.3687108653700677,0.5097309207359567,0.44594610136645163,0.5220596240508756,0.44479998081536953,0.3712495926125194,0.5326562229955658,0.2656157040098296,0.19526025811551262,0.17674463561037534,0.19082892628033743,0.42104958783657426,0.34682210608127567,0.2986215925803595,0.36775931597812767,0.4310887987117472,0.42846087839958397,0.40402200297587043,0.42170878487173413,0.1404736562830197,0.1507984736311594,0.13711176882593423,0.1847582368478876,0.15805063745604003,0.14094633239846863,0.1540395036306073,0.15745508780294137,1.0001475743328885,0.9999878949862749,0.5275678837485236,0.9934516900894131,0.9913660097422935,0.9924842373402365
1635.88523392,0.4352729096300115,0.4565467447981872,0.3300552670357866,0.2167772394854495,0.18550354947141998,0.16787713367370988,0.10073902863428734,0.10176905844044586,0.40384088483541186,0.41715263152541004,0.40374890866844704,0.40409235317493924,0.25803313694014696,0.24020442801729597,0.28852200769091974,0.2927246294308872,0.2823112599791886,0.42009790932989627,0.46731491417505067,0.3710472944589818,0.5115194429171994,0.4468202483157421,0.5242691191974068,0.4457236003142989,0.3719349652353029,0.5346616755223167,0.26659663652456306,0.19588158390801652,0.17747485010884842,0.191559554303174,0.4213580606185221,0.3471443722927198,0.29882541424595704,0.36810261442474457,0.4317601148401321,0.42884760308663444,0.4043876600696316,0.42224787842287265,0.1407563483228104,0.1510507621960562,0.13733974629486778,0.18499400267562652,0.15846798487422004,0.1412082758840741,0.15438126384457815,0.15790862071170886,1.0001144796876569,0.9999969494600154,0.5282420670946254,0.9933621801280866,0.9913464303455586,0.9924823619799263
1642.14159076,0.4370408849460971,0.45820521295694383,0.3312676202637646,0.21755241397889397,0.18552893628701758,0.16777869087880243,0.10072688291261639,0.10167474600469784,0.4048013602194527,0.41816121853883276,0.404624284609718,0.4048199436550915,0.2581987293271026,0.24031286504173371,0.2887253946057679,0.292971586650553,0.2857747884114327,0.4224083935786525,0.4700326635214051,0.37309470342251244,0.5130973569794423,0.4475927685451729,0.5262233020517051,0.4466180230480741,0.3725987989352875,0.5363972118973028,0.2674015321505547,0.19644104915182492,0.17814833338272323,0.19224328443708144,0.42166603378517853,0.3474067701315426,0.2990883946305032,0.3683314135756656,0.4323271534005091,0.42929283354633024,0.4047745943754749,0.42267734544704544,0.1409771895878934,0.15124196901896028,0.1375508513796654,0.18523006023341668,0.1589137152788122,0.14142138523124756,0.15473505175381064,0.15829108597919297,1.0001183665393878,1.0000858630858735,0.5290448439627863,0.993249631891419,0.9912536012599205,0.9923151582758505
1648.57498892,0.4388338134668462,0.4599187312396543,0.3325074106860268,0.21829734118708738,0.18552615106410356,0.1676904255578284,0.10067317652662593,0.1016654549179131,0.40580261176438664,0.41916245042639283,0.40563840896037506,0.405759183813715,0.2584970341185758,0.24046981923761337,0.2889782693284596,0.29329907152584117,0.28866997800324395,0.4243489681151532,0.47233035643088067,0.37475952308126176,0.5145822092009166,0.4483151094128806,0.528073787260815,0.4473746854051053,0.37315344858363403,0.5379134262048785,0.26822599166360694,0.19697666394932825,0.1788648557923189,0.1929587331810268,0.422088117986674,0.34766461884080346,0.29949571041149614,0.3685488615179603,0.4329612870142358,0.42983915632132486,0.4052583677766675,0.42317234966270667,0.14114828052612416,0.15149067760300397,0.1377727732095877,0.18554862941651892,0.1593788951891566,0.1416588259564835,0.15513994200064882,0.158631982750843,1.0001659853806768,1.0001143951876514,0.5299479309537699,0.993371660507087,0.9912450194176693,0.9922038490429259
